"SaleID","SaleDate","CustomerID","SaleAmount","InvoiceSentDate","EmailFollowUpDate","PhoneCallFollow-UpDate","CollectionDate","WriteOffDate","BestCollectionApproach"
"S6912",2024-07-05,"C027",975.72998046875,2024-07-06,2024-07-15,2024-07-25,2024-07-28,NA,NA
"S6929",2024-07-12,"C027",331.470001220703,2024-07-13,2024-07-22,NA,2024-07-30,NA,NA
"S7148",2024-10-03,"C027",944.669982910156,2024-10-04,2024-10-13,2024-10-23,2024-10-28,NA,NA
"S7172",2024-10-10,"C027",127.449996948242,2024-10-11,2024-10-20,NA,2024-10-27,NA,NA
"S3430",2021-01-04,"C028",613.450012207031,2021-01-05,2021-01-14,2021-01-24,2021-01-25,NA,NA
"S3453",2021-01-13,"C028",131.839996337891,2021-01-14,2021-01-23,NA,2021-01-31,NA,NA
"S3543",2021-02-15,"C028",158.460006713867,2021-02-16,2021-02-25,NA,2021-03-06,NA,NA
"S3979",2021-07-23,"C028",771.169982910156,2021-07-24,2021-08-02,NA,2021-08-08,NA,NA
"S4057",2021-08-19,"C028",1021.15997314453,2021-08-20,2021-08-29,2021-09-08,2021-09-13,NA,NA
"S4074",2021-08-27,"C028",350.790008544922,2021-08-28,2021-09-06,2021-09-16,2021-09-17,NA,NA
"S4086",2021-09-05,"C028",936.719970703125,2021-09-06,2021-09-15,2021-09-25,2021-09-27,NA,NA
"S4098",2021-09-10,"C028",613.460021972656,2021-09-11,2021-09-20,2021-09-30,2021-10-02,NA,NA
"S4119",2021-09-16,"C028",864.22998046875,2021-09-17,2021-09-26,NA,2021-10-01,NA,NA
"S4266",2021-11-02,"C028",927.460021972656,2021-11-03,2021-11-12,2021-11-22,2021-11-27,NA,NA
"S4269",2021-11-03,"C028",1073.85998535156,2021-11-04,2021-11-13,2021-11-23,2021-11-26,NA,NA
"S4455",2022-01-15,"C028",394.119995117188,2022-01-16,2022-01-25,2022-02-04,2022-02-09,NA,NA
"S4519",2022-02-08,"C028",957.940002441406,2022-02-09,2022-02-18,NA,2022-02-24,NA,NA
"S4521",2022-02-08,"C028",737,2022-02-09,2022-02-18,2022-02-28,2022-03-05,NA,NA
"S4523",2022-02-08,"C028",942.719970703125,2022-02-09,2022-02-18,2022-02-28,2022-03-01,NA,NA
"S4716",2022-04-18,"C028",1057.78002929688,2022-04-19,2022-04-28,NA,2022-05-04,NA,NA
"S4888",2022-06-18,"C028",272.230010986328,2022-06-19,2022-06-28,NA,2022-07-04,NA,NA
"S4913",2022-06-26,"C028",1038.19995117188,2022-06-27,2022-07-06,NA,2022-07-14,NA,NA
"S4949",2022-07-11,"C028",566.690002441406,2022-07-12,2022-07-21,NA,2022-07-28,NA,NA
"S5082",2022-09-04,"C028",865.719970703125,2022-09-05,2022-09-14,2022-09-24,2022-09-26,NA,NA
"S5132",2022-09-21,"C028",716.5,2022-09-22,2022-10-01,NA,2022-10-10,NA,NA
"S5437",2023-01-05,"C028",182.190002441406,2023-01-06,2023-01-15,2023-01-25,2023-01-25,NA,NA
"S5494",2023-02-01,"C028",503.720001220703,2023-02-02,2023-02-11,NA,2023-02-17,NA,NA
"S5539",2023-02-16,"C028",1009.28997802734,2023-02-17,2023-02-26,NA,2023-03-07,NA,NA
"S5564",2023-02-25,"C028",233.139999389648,2023-02-26,2023-03-07,2023-03-17,2023-03-18,NA,NA
"S5659",2023-04-01,"C028",127.620002746582,2023-04-02,2023-04-11,NA,2023-04-17,NA,NA
"S5685",2023-04-07,"C028",142.479995727539,2023-04-08,2023-04-17,NA,2023-04-22,NA,NA
"S5692",2023-04-09,"C028",129.5,2023-04-10,2023-04-19,NA,2023-04-26,NA,NA
"S5858",2023-06-09,"C028",402.049987792969,2023-06-10,2023-06-19,2023-06-29,2023-06-29,NA,NA
"S6090",2023-09-05,"C028",345.929992675781,2023-09-06,2023-09-15,NA,2023-09-21,NA,NA
"S6111",2023-09-12,"C028",628.150024414062,2023-09-13,2023-09-22,2023-10-02,2023-10-06,NA,NA
"S6280",2023-11-15,"C028",1053.32995605469,2023-11-16,2023-11-25,2023-12-05,2023-12-08,NA,NA
"S6371",2023-12-10,"C028",878.659973144531,2023-12-11,2023-12-20,2023-12-30,2024-01-04,NA,NA
"S6587",2024-02-27,"C028",731.580017089844,2024-02-28,2024-03-08,NA,2024-03-13,NA,NA
"S6646",2024-03-22,"C028",1003.90002441406,2024-03-23,2024-04-01,NA,2024-04-07,NA,NA
"S6791",2024-05-19,"C028",1037.53002929688,2024-05-20,2024-05-29,NA,2024-06-05,NA,NA
"S6961",2024-07-22,"C028",508.890014648438,2024-07-23,2024-08-01,2024-08-11,2024-08-15,NA,NA
"S7210",2024-10-22,"C028",945.830017089844,2024-10-23,2024-11-01,NA,2024-11-10,NA,NA
"S3566",2021-02-24,"C029",230.130004882812,2021-02-25,2021-03-06,NA,2021-03-13,NA,NA
"S3711",2021-04-22,"C029",532.619995117188,2021-04-23,2021-05-02,NA,2021-05-07,NA,NA
"S3798",2021-05-25,"C029",872.010009765625,2021-05-26,2021-06-04,2021-06-14,2021-06-17,NA,NA
"S3864",2021-06-14,"C029",1069.63000488281,2021-06-15,2021-06-24,2021-07-04,2021-07-04,NA,NA
"S3867",2021-06-15,"C029",279.670013427734,2021-06-16,2021-06-25,2021-07-05,2021-07-07,NA,NA
"S3937",2021-07-09,"C029",478.670013427734,2021-07-10,2021-07-19,2021-07-29,2021-08-01,NA,NA
"S3946",2021-07-12,"C029",549.919982910156,2021-07-13,2021-07-22,2021-08-01,2021-08-03,NA,NA
"S3956",2021-07-15,"C029",720.090026855469,2021-07-16,2021-07-25,NA,2021-08-01,NA,NA
"S4210",2021-10-16,"C029",732.609985351562,2021-10-17,2021-10-26,2021-11-05,2021-11-09,NA,NA
"S4234",2021-10-20,"C029",468.760009765625,2021-10-21,2021-10-30,2021-11-09,2021-11-10,NA,NA
"S4273",2021-11-05,"C029",1024.82995605469,2021-11-06,2021-11-15,NA,2021-11-23,NA,NA
"S4361",2021-12-06,"C029",855.419982910156,2021-12-07,2021-12-16,2021-12-26,2021-12-30,NA,NA
"S4378",2021-12-14,"C029",644.989990234375,2021-12-15,2021-12-24,NA,2022-01-01,NA,NA
"S4416",2021-12-27,"C029",127.48999786377,2021-12-28,2022-01-06,2022-01-16,2022-01-19,NA,NA
"S4440",2022-01-10,"C029",920.080017089844,2022-01-11,2022-01-20,2022-01-30,2022-01-31,NA,NA
"S4613",2022-03-16,"C029",115.139999389648,2022-03-17,2022-03-26,2022-04-05,2022-04-06,NA,NA
"S4688",2022-04-07,"C029",895.419982910156,2022-04-08,2022-04-17,2022-04-27,2022-05-02,NA,NA
"S4698",2022-04-12,"C029",108.919998168945,2022-04-13,2022-04-22,NA,2022-04-28,NA,NA
"S4744",2022-04-25,"C029",572.900024414062,2022-04-26,2022-05-05,2022-05-15,2022-05-20,NA,NA
"S4985",2022-07-27,"C029",437.279998779297,2022-07-28,2022-08-06,2022-08-16,2022-08-20,NA,NA
"S4991",2022-08-02,"C029",1067.15002441406,2022-08-03,2022-08-12,2022-08-22,2022-08-26,NA,NA
"S4999",2022-08-02,"C029",338.589996337891,2022-08-03,2022-08-12,2022-08-22,2022-08-26,NA,NA
"S5025",2022-08-10,"C029",837.440002441406,2022-08-11,2022-08-20,2022-08-30,2022-08-31,NA,NA
"S5035",2022-08-15,"C029",958.330017089844,2022-08-16,2022-08-25,2022-09-04,2022-09-08,NA,NA
"S5278",2022-11-09,"C029",804.830017089844,2022-11-10,2022-11-19,NA,2022-11-24,NA,NA
"S5335",2022-12-03,"C029",147.970001220703,2022-12-04,2022-12-13,2022-12-23,2022-12-26,NA,NA
"S5479",2023-01-20,"C029",607.609985351562,2023-01-21,2023-01-30,NA,2023-02-07,NA,NA
"S5597",2023-03-09,"C029",765.450012207031,2023-03-10,2023-03-19,2023-03-29,2023-03-29,NA,NA
"S5609",2023-03-14,"C029",1017.77001953125,2023-03-15,2023-03-24,2023-04-03,2023-04-04,NA,NA
"S5633",2023-03-21,"C029",923.5,2023-03-22,2023-03-31,NA,2023-04-06,NA,NA
"S5755",2023-04-27,"C029",384.640014648438,2023-04-28,2023-05-07,2023-05-17,2023-05-19,NA,NA
"S5845",2023-06-04,"C029",755.5,2023-06-05,2023-06-14,2023-06-24,2023-06-28,NA,NA
"S5916",2023-07-02,"C029",857.799987792969,2023-07-03,2023-07-12,NA,2023-07-21,NA,NA
"S6209",2023-10-17,"C029",974.390014648438,2023-10-18,2023-10-27,2023-11-06,2023-11-09,NA,NA
"S6295",2023-11-18,"C029",521.330017089844,2023-11-19,2023-11-28,NA,2023-12-06,NA,NA
"S6304",2023-11-21,"C029",892.659973144531,2023-11-22,2023-12-01,NA,2023-12-10,NA,NA
"S6427",2024-01-03,"C029",165.259994506836,2024-01-04,2024-01-13,NA,2024-01-20,NA,NA
"S6445",2024-01-08,"C029",910.489990234375,2024-01-09,2024-01-18,NA,2024-01-23,NA,NA
"S6520",2024-02-08,"C029",500.850006103516,2024-02-09,2024-02-18,NA,2024-02-25,NA,NA
"S6547",2024-02-16,"C029",684.840026855469,2024-02-17,2024-02-26,2024-03-07,2024-03-07,NA,NA
"S6590",2024-02-27,"C029",1035.46997070312,2024-02-28,2024-03-08,NA,2024-03-17,NA,NA
"S6642",2024-03-22,"C029",733.239990234375,2024-03-23,2024-04-01,2024-04-11,2024-04-14,NA,NA
"S6658",2024-03-28,"C029",504.589996337891,2024-03-29,2024-04-07,NA,2024-04-12,NA,NA
"S6709",2024-04-18,"C029",236.880004882812,2024-04-19,2024-04-28,2024-05-08,2024-05-08,NA,NA
"S6850",2024-06-13,"C029",944.599975585938,2024-06-14,2024-06-23,2024-07-03,2024-07-08,NA,NA
"S6900",2024-07-02,"C029",485.179992675781,2024-07-03,2024-07-12,NA,2024-07-20,NA,NA
"S7000",2024-08-07,"C029",562.989990234375,2024-08-08,2024-08-17,NA,2024-08-26,NA,NA
"S7002",2024-08-09,"C029",871.700012207031,2024-08-10,2024-08-19,2024-08-29,2024-08-29,NA,NA
"S7215",2024-10-24,"C029",1074.16003417969,2024-10-25,2024-11-03,2024-11-13,2024-11-13,NA,NA
"S7301",2024-11-24,"C029",956.02001953125,2024-11-25,2024-12-04,NA,2024-12-11,NA,NA
"S7313",2024-11-27,"C029",403.179992675781,2024-11-28,2024-12-07,NA,2024-12-15,NA,NA
"S3432",2021-01-05,"C030",634.039978027344,2021-01-06,2021-01-15,2021-01-25,2021-01-29,NA,NA
"S3538",2021-02-13,"C030",904.590026855469,2021-02-14,2021-02-23,NA,2021-03-03,NA,NA
"S3673",2021-04-09,"C030",408.820007324219,2021-04-10,2021-04-19,NA,2021-04-28,NA,NA
"S3840",2021-06-09,"C030",722.719970703125,2021-06-10,2021-06-19,NA,2021-06-26,NA,NA
"S3902",2021-06-26,"C030",694.739990234375,2021-06-27,2021-07-06,2021-07-16,2021-07-17,NA,NA
"S3985",2021-07-25,"C030",149.410003662109,2021-07-26,2021-08-04,2021-08-14,2021-08-15,NA,NA
"S4028",2021-08-10,"C030",840.489990234375,2021-08-11,2021-08-20,NA,2021-08-25,NA,NA
"S4111",2021-09-14,"C030",503.029998779297,2021-09-15,2021-09-24,2021-10-04,2021-10-08,NA,NA
"S4279",2021-11-05,"C030",568.510009765625,2021-11-06,2021-11-15,NA,2021-11-22,NA,NA
"S4365",2021-12-09,"C030",1091.57995605469,2021-12-10,2021-12-19,2021-12-29,2022-01-02,NA,NA
"S4403",2021-12-22,"C030",383.820007324219,2021-12-23,2022-01-01,2022-01-11,2022-01-11,NA,NA
"S4666",2022-04-02,"C030",925.190002441406,2022-04-03,2022-04-12,2022-04-22,2022-04-26,NA,NA
"S4841",2022-06-04,"C030",900.349975585938,2022-06-05,2022-06-14,NA,2022-06-19,NA,NA
"S4929",2022-07-04,"C030",385.209991455078,2022-07-05,2022-07-14,2022-07-24,2022-07-27,NA,NA
"S5143",2022-09-25,"C030",728.619995117188,2022-09-26,2022-10-05,NA,2022-10-10,NA,NA
"S5233",2022-10-19,"C030",139.210006713867,2022-10-20,2022-10-29,NA,2022-11-06,NA,NA
"S5299",2022-11-15,"C030",498.779998779297,2022-11-16,2022-11-25,NA,2022-12-04,NA,NA
"S5470",2023-01-16,"C030",809.380004882812,2023-01-17,2023-01-26,2023-02-05,2023-02-05,NA,NA
"S5517",2023-02-09,"C030",651.75,2023-02-10,2023-02-19,2023-03-01,2023-03-06,NA,NA
"S5558",2023-02-23,"C030",741.820007324219,2023-02-24,2023-03-05,2023-03-15,2023-03-20,NA,NA
"S5631",2023-03-20,"C030",601.119995117188,2023-03-21,2023-03-30,2023-04-09,2023-04-11,NA,NA
"S5747",2023-04-25,"C030",774.840026855469,2023-04-26,2023-05-05,2023-05-15,2023-05-16,NA,NA
"S5784",2023-05-10,"C030",120.680000305176,2023-05-11,2023-05-20,NA,2023-05-26,NA,NA
"S5880",2023-06-15,"C030",516.880004882812,2023-06-16,2023-06-25,2023-07-05,2023-07-10,NA,NA
"S6155",2023-09-27,"C030",525.390014648438,2023-09-28,2023-10-07,2023-10-17,2023-10-22,NA,NA
"S6191",2023-10-11,"C030",972.950012207031,2023-10-12,2023-10-21,2023-10-31,2023-11-01,NA,NA
"S6212",2023-10-18,"C030",462.980010986328,2023-10-19,2023-10-28,2023-11-07,2023-11-07,NA,NA
"S6343",2023-12-04,"C030",340.989990234375,2023-12-05,2023-12-14,2023-12-24,2023-12-24,NA,NA
"S6464",2024-01-14,"C030",776.179992675781,2024-01-15,2024-01-24,2024-02-03,2024-02-05,NA,NA
"S6482",2024-01-21,"C030",584.010009765625,2024-01-22,2024-01-31,2024-02-10,2024-02-15,NA,NA
"S6697",2024-04-14,"C030",213.889999389648,2024-04-15,2024-04-24,2024-05-04,2024-05-08,NA,NA
"S6814",2024-05-27,"C030",290.820007324219,2024-05-28,2024-06-06,2024-06-16,2024-06-19,NA,NA
"S6875",2024-06-22,"C030",538.830017089844,2024-06-23,2024-07-02,NA,2024-07-10,NA,NA
"S6893",2024-06-28,"C030",205.880004882812,2024-06-29,2024-07-08,2024-07-18,2024-07-20,NA,NA
"S7029",2024-08-19,"C030",719.039978027344,2024-08-20,2024-08-29,2024-09-08,2024-09-09,NA,NA
"S7053",2024-08-27,"C030",393.179992675781,2024-08-28,2024-09-06,2024-09-16,2024-09-19,NA,NA
"S7062",2024-09-02,"C030",325.450012207031,2024-09-03,2024-09-12,2024-09-22,2024-09-25,NA,NA
"S7086",2024-09-12,"C030",1076.90002441406,2024-09-13,2024-09-22,NA,2024-09-27,NA,NA
"S7130",2024-09-26,"C030",479.730010986328,2024-09-27,2024-10-06,NA,2024-10-13,NA,NA
"S7178",2024-10-14,"C030",246.630004882812,2024-10-15,2024-10-24,2024-11-03,2024-11-03,NA,NA
"S7298",2024-11-22,"C030",480.160003662109,2024-11-23,2024-12-02,NA,2024-12-08,NA,NA
"S7321",2024-12-02,"C030",1090.91003417969,2024-12-03,2024-12-12,2024-12-22,2024-12-23,NA,NA
"S7364",2024-12-13,"C030",1076,2024-12-14,2024-12-23,2025-01-02,2025-01-06,NA,NA
"S7366",2024-12-14,"C030",1060.26000976562,2024-12-15,2024-12-24,NA,2024-12-29,NA,NA
"S3473",2021-01-20,"C031",998.590026855469,2021-01-21,2021-01-30,NA,2021-02-07,NA,NA
"S3553",2021-02-20,"C031",393.070007324219,2021-02-21,2021-03-02,2021-03-12,2021-03-15,NA,NA
"S3644",2021-03-22,"C031",843.869995117188,2021-03-23,2021-04-01,2021-04-11,2021-04-14,NA,NA
"S3679",2021-04-11,"C031",750.239990234375,2021-04-12,2021-04-21,NA,2021-04-27,NA,NA
"S3823",2021-06-05,"C031",966.599975585938,2021-06-06,2021-06-15,NA,2021-06-24,NA,NA
"S3837",2021-06-08,"C031",996.950012207031,2021-06-09,2021-06-18,2021-06-28,2021-07-03,NA,NA
"S4100",2021-09-11,"C031",999.590026855469,2021-09-12,2021-09-21,2021-10-01,2021-10-02,NA,NA
"S4208",2021-10-15,"C031",516.27001953125,2021-10-16,2021-10-25,2021-11-04,2021-11-09,NA,NA
"S4304",2021-11-17,"C031",219.990005493164,2021-11-18,2021-11-27,NA,2021-12-05,NA,NA
"S4393",2021-12-20,"C031",980.510009765625,2021-12-21,2021-12-30,NA,2022-01-06,NA,NA
"S4424",2022-01-01,"C031",486.450012207031,2022-01-02,2022-01-11,2022-01-21,2022-01-21,NA,NA
"S4471",2022-01-18,"C031",267.010009765625,2022-01-19,2022-01-28,NA,2022-02-02,NA,NA
"S4551",2022-02-17,"C031",151.910003662109,2022-02-18,2022-02-27,2022-03-09,2022-03-11,NA,NA
"S4712",2022-04-17,"C031",125.610000610352,2022-04-18,2022-04-27,NA,2022-05-06,NA,NA
"S4741",2022-04-25,"C031",763.690002441406,2022-04-26,2022-05-05,NA,2022-05-10,NA,NA
"S4827",2022-05-28,"C031",619.340026855469,2022-05-29,2022-06-07,2022-06-17,2022-06-19,NA,NA
"S4982",2022-07-27,"C031",391.380004882812,2022-07-28,2022-08-06,2022-08-16,2022-08-20,NA,NA
"S5013",2022-08-08,"C031",453.170013427734,2022-08-09,2022-08-18,NA,2022-08-26,NA,NA
"S5037",2022-08-16,"C031",370.829986572266,2022-08-17,2022-08-26,2022-09-05,2022-09-09,NA,NA
"S5164",2022-10-03,"C031",303.649993896484,2022-10-04,2022-10-13,NA,2022-10-19,NA,NA
"S5166",2022-10-03,"C031",950.320007324219,2022-10-04,2022-10-13,2022-10-23,2022-10-27,NA,NA
"S5416",2022-12-28,"C031",157.429992675781,2022-12-29,2023-01-07,2023-01-17,2023-01-21,NA,NA
"S5532",2023-02-14,"C031",775.739990234375,2023-02-15,2023-02-24,2023-03-06,2023-03-06,NA,NA
"S5594",2023-03-08,"C031",846.409973144531,2023-03-09,2023-03-18,2023-03-28,2023-03-31,NA,NA
"S5603",2023-03-11,"C031",741.849975585938,2023-03-12,2023-03-21,NA,2023-03-30,NA,NA
"S5641",2023-03-23,"C031",228.419998168945,2023-03-24,2023-04-02,NA,2023-04-09,NA,NA
"S5651",2023-03-26,"C031",601.289978027344,2023-03-27,2023-04-05,2023-04-15,2023-04-15,NA,NA
"S5748",2023-04-25,"C031",585.890014648438,2023-04-26,2023-05-05,NA,2023-05-11,NA,NA
"S5760",2023-04-28,"C031",1087.85998535156,2023-04-29,2023-05-08,NA,2023-05-17,NA,NA
"S5843",2023-06-04,"C031",737.27001953125,2023-06-05,2023-06-14,2023-06-24,2023-06-25,NA,NA
"S5919",2023-07-03,"C031",934.169982910156,2023-07-04,2023-07-13,2023-07-23,2023-07-25,NA,NA
"S5972",2023-07-21,"C031",698.210021972656,2023-07-22,2023-07-31,2023-08-10,2023-08-11,NA,NA
"S6038",2023-08-12,"C031",701.950012207031,2023-08-13,2023-08-22,2023-09-01,2023-09-02,NA,NA
"S6098",2023-09-07,"C031",196.520004272461,2023-09-08,2023-09-17,NA,2023-09-22,NA,NA
"S6157",2023-09-27,"C031",919.380004882812,2023-09-28,2023-10-07,2023-10-17,2023-10-17,NA,NA
"S6158",2023-09-28,"C031",521.849975585938,2023-09-29,2023-10-08,2023-10-18,2023-10-20,NA,NA
"S6215",2023-10-19,"C031",110.860000610352,2023-10-20,2023-10-29,2023-11-08,2023-11-12,NA,NA
"S6268",2023-11-10,"C031",1091.77001953125,2023-11-11,2023-11-20,2023-11-30,2023-12-02,NA,NA
"S6300",2023-11-20,"C031",272.730010986328,2023-11-21,2023-11-30,2023-12-10,2023-12-12,NA,NA
"S6511",2024-02-05,"C031",445.869995117188,2024-02-06,2024-02-15,NA,2024-02-20,NA,NA
"S6515",2024-02-06,"C031",246.199996948242,2024-02-07,2024-02-16,2024-02-26,2024-02-28,NA,NA
"S6694",2024-04-14,"C031",496.510009765625,2024-04-15,2024-04-24,2024-05-04,2024-05-08,NA,NA
"S6720",2024-04-22,"C031",1045.08996582031,2024-04-23,2024-05-02,NA,2024-05-08,NA,NA
"S6767",2024-05-07,"C031",863,2024-05-08,2024-05-17,NA,2024-05-24,NA,NA
"S6827",2024-06-05,"C031",492.450012207031,2024-06-06,2024-06-15,NA,2024-06-23,NA,NA
"S6881",2024-06-23,"C031",281.829986572266,2024-06-24,2024-07-03,NA,2024-07-10,NA,NA
"S7084",2024-09-12,"C031",658.619995117188,2024-09-13,2024-09-22,NA,2024-09-29,NA,NA
"S7281",2024-11-16,"C031",709.099975585938,2024-11-17,2024-11-26,NA,2024-12-03,NA,NA
"S3698",2021-04-16,"C032",140.570007324219,2021-04-17,2021-04-26,NA,2021-05-03,NA,NA
"S3792",2021-05-21,"C032",375.679992675781,2021-05-22,2021-05-31,2021-06-10,2021-06-14,NA,NA
"S3855",2021-06-12,"C032",267.089996337891,2021-06-13,2021-06-22,2021-07-02,2021-07-05,NA,NA
"S4030",2021-08-11,"C032",931.549987792969,2021-08-12,2021-08-21,2021-08-31,2021-08-31,NA,NA
"S4114",2021-09-15,"C032",724.25,2021-09-16,2021-09-25,NA,2021-10-04,NA,NA
"S4337",2021-11-26,"C032",985.960021972656,2021-11-27,2021-12-06,NA,2021-12-15,NA,NA
"S4520",2022-02-08,"C032",813.400024414062,2022-02-09,2022-02-18,2022-02-28,2022-03-01,NA,NA
"S4722",2022-04-19,"C032",513.450012207031,2022-04-20,2022-04-29,NA,2022-05-07,NA,NA
"S4767",2022-05-05,"C032",459.440002441406,2022-05-06,2022-05-15,NA,2022-05-21,NA,NA
"S4788",2022-05-15,"C032",834.969970703125,2022-05-16,2022-05-25,2022-06-04,2022-06-06,NA,NA
"S4883",2022-06-17,"C032",1034.89001464844,2022-06-18,2022-06-27,2022-07-07,2022-07-10,NA,NA
"S4931",2022-07-04,"C032",1002.40002441406,2022-07-05,2022-07-14,NA,2022-07-22,NA,NA
"S4995",2022-08-02,"C032",843.200012207031,2022-08-03,2022-08-12,2022-08-22,2022-08-27,NA,NA
"S5584",2023-03-04,"C032",357.420013427734,2023-03-05,2023-03-14,2023-03-24,2023-03-25,NA,NA
"S5587",2023-03-05,"C032",925.640014648438,2023-03-06,2023-03-15,2023-03-25,2023-03-25,NA,NA
"S5607",2023-03-13,"C032",1088.35998535156,2023-03-14,2023-03-23,2023-04-02,2023-04-07,NA,NA
"S5682",2023-04-06,"C032",132.910003662109,2023-04-07,2023-04-16,2023-04-26,2023-04-30,NA,NA
"S5684",2023-04-07,"C032",635.409973144531,2023-04-08,2023-04-17,2023-04-27,2023-04-28,NA,NA
"S5735",2023-04-20,"C032",309.720001220703,2023-04-21,2023-04-30,2023-05-10,2023-05-11,NA,NA
"S6069",2023-08-25,"C032",1029.75,2023-08-26,2023-09-04,2023-09-14,2023-09-18,NA,NA
"S6085",2023-09-03,"C032",1001.01000976562,2023-09-04,2023-09-13,NA,2023-09-19,NA,NA
"S6112",2023-09-13,"C032",669.77001953125,2023-09-14,2023-09-23,NA,2023-09-30,NA,NA
"S6137",2023-09-21,"C032",984.960021972656,2023-09-22,2023-10-01,2023-10-11,2023-10-11,NA,NA
"S6141",2023-09-23,"C032",957.539978027344,2023-09-24,2023-10-03,2023-10-13,2023-10-18,NA,NA
"S6148",2023-09-26,"C032",595.200012207031,2023-09-27,2023-10-06,2023-10-16,2023-10-19,NA,NA
"S6176",2023-10-03,"C032",261.290008544922,2023-10-04,2023-10-13,2023-10-23,2023-10-28,NA,NA
"S6249",2023-10-28,"C032",988.390014648438,2023-10-29,2023-11-07,2023-11-17,2023-11-19,NA,NA
"S6367",2023-12-09,"C032",347.299987792969,2023-12-10,2023-12-19,2023-12-29,2024-01-01,NA,NA
"S6368",2023-12-09,"C032",376.709991455078,2023-12-10,2023-12-19,NA,2023-12-25,NA,NA
"S6377",2023-12-12,"C032",440.600006103516,2023-12-13,2023-12-22,2024-01-01,2024-01-04,NA,NA
"S6806",2024-05-25,"C032",699.090026855469,2024-05-26,2024-06-04,2024-06-14,2024-06-14,NA,NA
"S6829",2024-06-06,"C032",359.040008544922,2024-06-07,2024-06-16,NA,2024-06-21,NA,NA
"S6836",2024-06-08,"C032",204.75,2024-06-09,2024-06-18,2024-06-28,2024-07-02,NA,NA
"S6869",2024-06-21,"C032",946.760009765625,2024-06-22,2024-07-01,2024-07-11,2024-07-16,NA,NA
"S6914",2024-07-07,"C032",967.630004882812,2024-07-08,2024-07-17,NA,2024-07-26,NA,NA
"S6939",2024-07-16,"C032",990.789978027344,2024-07-17,2024-07-26,NA,2024-08-04,NA,NA
"S6957",2024-07-21,"C032",720.010009765625,2024-07-22,2024-07-31,2024-08-10,2024-08-10,NA,NA
"S7052",2024-08-26,"C032",101,2024-08-27,2024-09-05,NA,2024-09-10,NA,NA
"S7330",2024-12-04,"C032",891.25,2024-12-05,2024-12-14,NA,2024-12-19,NA,NA
"S7392",2024-12-21,"C032",372.950012207031,2024-12-22,2024-12-31,NA,2025-01-07,NA,NA
"S3607",2021-03-10,"C033",418.459991455078,2021-03-11,2021-03-20,NA,2021-03-28,NA,NA
"S3965",2021-07-19,"C033",1050.35998535156,2021-07-20,2021-07-29,2021-08-08,2021-08-08,NA,NA
"S3975",2021-07-23,"C033",840.72998046875,2021-07-24,2021-08-02,2021-08-12,2021-08-15,NA,NA
"S4025",2021-08-09,"C033",570.880004882812,2021-08-10,2021-08-19,NA,2021-08-24,NA,NA
"S4035",2021-08-12,"C033",903.630004882812,2021-08-13,2021-08-22,NA,2021-08-27,NA,NA
"S4059",2021-08-20,"C033",357.859985351562,2021-08-21,2021-08-30,2021-09-09,2021-09-10,NA,NA
"S4189",2021-10-08,"C033",279.529998779297,2021-10-09,2021-10-18,2021-10-28,2021-10-31,NA,NA
"S4379",2021-12-14,"C033",535.210021972656,2021-12-15,2021-12-24,2022-01-03,2022-01-05,NA,NA
"S4512",2022-02-06,"C033",368.760009765625,2022-02-07,2022-02-16,NA,2022-02-22,NA,NA
"S4578",2022-03-02,"C033",640.030029296875,2022-03-03,2022-03-12,2022-03-22,2022-03-27,NA,NA
"S4615",2022-03-17,"C033",405.890014648438,2022-03-18,2022-03-27,2022-04-06,2022-04-08,NA,NA
"S4690",2022-04-08,"C033",212.300003051758,2022-04-09,2022-04-18,NA,2022-04-24,NA,NA
"S4761",2022-05-04,"C033",578.450012207031,2022-05-05,2022-05-14,NA,2022-05-19,NA,NA
"S4960",2022-07-16,"C033",326.910003662109,2022-07-17,2022-07-26,NA,2022-08-02,NA,NA
"S5011",2022-08-07,"C033",920.760009765625,2022-08-08,2022-08-17,NA,2022-08-23,NA,NA
"S5081",2022-09-03,"C033",841.989990234375,2022-09-04,2022-09-13,2022-09-23,2022-09-28,NA,NA
"S5180",2022-10-07,"C033",241.490005493164,2022-10-08,2022-10-17,2022-10-27,2022-10-30,NA,NA
"S5324",2022-11-25,"C033",495.140014648438,2022-11-26,2022-12-05,NA,2022-12-12,NA,NA
"S5493",2023-01-28,"C033",187.960006713867,2023-01-29,2023-02-07,NA,2023-02-16,NA,NA
"S5548",2023-02-20,"C033",350.989990234375,2023-02-21,2023-03-02,NA,2023-03-11,NA,NA
"S5569",2023-02-28,"C033",188.740005493164,2023-03-01,2023-03-10,NA,2023-03-18,NA,NA
"S5759",2023-04-28,"C033",838.760009765625,2023-04-29,2023-05-08,NA,2023-05-16,NA,NA
"S5859",2023-06-09,"C033",821.419982910156,2023-06-10,2023-06-19,2023-06-29,2023-07-02,NA,NA
"S5888",2023-06-19,"C033",362.109985351562,2023-06-20,2023-06-29,2023-07-09,2023-07-10,NA,NA
"S5898",2023-06-22,"C033",874.210021972656,2023-06-23,2023-07-02,2023-07-12,2023-07-16,NA,NA
"S5899",2023-06-22,"C033",1053.0400390625,2023-06-23,2023-07-02,NA,2023-07-11,NA,NA
"S6061",2023-08-21,"C033",963.869995117188,2023-08-22,2023-08-31,NA,2023-09-07,NA,NA
